%ELEMENTS4.DAT  data file for parallelograms.
% Input-file of parallelograms for mesh shown in Fig. 5 of the paper 
% "Matlab-Implementation of the Finite Element Method in Elasticity" by
% J. Alberty, C. Carstensen, S. A. Funken, and R. Klose.
%
%   1-node  /  2-node  /  3-node  /  4-node
% 
  1    2   19   18
  2    3   20   19
  3    4   21   20
  4    5   22   21
  5    6   23   22
  6    7   24   23
  7    8   25   24
  8    9   26   25
  9   10   27   26
 10   11   28   27
 11   12   29   28
 12   13   30   29
 13   14   31   30
 14   15   32   31
 15   16   33   32
 16   17   34   33
 18   19   36   35
 19   20   37   36
 20   21   38   37
 21   22   39   38
 22   23   40   39
 23   24   41   40
 24   25   42   41
 25   26   43   42
 26   27   44   43
 27   28   45   44
 28   29   46   45
 29   30   47   46
 30   31   48   47
 31   32   49   48
 32   33   50   49
 33   34   51   50
 35   36   53   52
 36   37   54   53
 37   38   55   54
 38   39   56   55
 39   40   57   56
 40   41   58   57
 41   42   59   58
 42   43   60   59
 43   44   61   60
 44   45   62   61
 45   46   63   62
 46   47   64   63
 47   48   65   64
 48   49   66   65
 49   50   67   66
 50   51   68   67
 52   53   70   69
 53   54   71   70
 54   55   72   71
 55   56   73   72
 56   57   74   73
 57   58   75   74
 58   59   76   75
 59   60   77   76
 60   61   78   77
 61   62   79   78
 62   63   80   79
 63   64   81   80
 64   65   82   81
 65   66   83   82
 66   67   84   83
 67   68   85   84
 69   70   87   86
 70   71   88   87
 71   72   89   88
 72   73   90   89
 73   74   91   90
 74   75   92   91
 75   76   93   92
 76   77   94   93
 77   78   95   94
 78   79   96   95
 79   80   97   96
 80   81   98   97
 81   82   99   98
 82   83  100   99
 83   84  101  100
 84   85  102  101
 86   87  104  103
 87   88  105  104
 88   89  106  105
 89   90  107  106
 90   91  108  107
 91   92  109  108
 92   93  110  109
 93   94  111  110
 94   95  112  111
 95   96  113  112
 96   97  114  113
 97   98  115  114
 98   99  116  115
 99  100  117  116
100  101  118  117
101  102  119  118
103  104  121  120
104  105  122  121
105  106  123  122
106  107  124  123
107  108  125  124
108  109  126  125
109  110  127  126
110  111  128  127
111  112  129  128
112  113  130  129
113  114  131  130
114  115  132  131
115  116  133  132
116  117  134  133
117  118  135  134
118  119  136  135
120  121  138  137
121  122  139  138
122  123  140  139
123  124  141  140
124  125  142  141
125  126  143  142
126  127  144  143
127  128  145  144
128  129  146  145
129  130  147  146
130  131  148  147
131  132  149  148
132  133  150  149
133  134  151  150
134  135  152  151
135  136  153  152
145  146  155  154
146  147  156  155
147  148  157  156
148  149  158  157
149  150  159  158
150  151  160  159
151  152  161  160
152  153  162  161
154  155  164  163
155  156  165  164
156  157  166  165
157  158  167  166
158  159  168  167
159  160  169  168
160  161  170  169
161  162  171  170
163  164  173  172
164  165  174  173
165  166  175  174
166  167  176  175
167  168  177  176
168  169  178  177
169  170  179  178
170  171  180  179
172  173  182  181
173  174  183  182
174  175  184  183
175  176  185  184
176  177  186  185
177  178  187  186
178  179  188  187
179  180  189  188
181  182  191  190
182  183  192  191
183  184  193  192
184  185  194  193
185  186  195  194
186  187  196  195
187  188  197  196
188  189  198  197
190  191  200  199
191  192  201  200
192  193  202  201
193  194  203  202
194  195  204  203
195  196  205  204
196  197  206  205
197  198  207  206
199  200  209  208
200  201  210  209
201  202  211  210
202  203  212  211
203  204  213  212
204  205  214  213
205  206  215  214
206  207  216  215
208  209  218  217
209  210  219  218
210  211  220  219
211  212  221  220
212  213  222  221
213  214  223  222
214  215  224  223
215  216  225  224
