% Input-file of boundary-elements for Neumann-boundary shown in 
% Fig. 4 of the paper "Remarks around 50 lines of Matlab: 
% Short finite element implementation" by J. Alberty, C. Carstensen 
% and S. A. Funken.
%
% boundary-element  /  1-node  /  2-node  
%
   1.0000000e+00	   5.0000000e+00	   2.5200000e+02	
   2.0000000e+00	   2.5200000e+02	   7.4000000e+01	
   3.0000000e+00	   7.4000000e+01	   2.5300000e+02	
   4.0000000e+00	   2.5300000e+02	   2.4000000e+01	
   5.0000000e+00	   2.4000000e+01	   2.6000000e+02	
   6.0000000e+00	   2.6000000e+02	   7.6000000e+01	
   7.0000000e+00	   7.6000000e+01	   2.5800000e+02	
   8.0000000e+00	   2.5800000e+02	   6.0000000e+00	
   9.0000000e+00	   6.0000000e+00	   5.4800000e+02	
   1.0000000e+01	   5.4800000e+02	   1.5000000e+02	
   1.1000000e+01	   1.5000000e+02	   5.4900000e+02	
   1.2000000e+01	   5.4900000e+02	   4.4000000e+01	
   1.3000000e+01	   4.4000000e+01	   5.5600000e+02	
   1.4000000e+01	   5.5600000e+02	   1.5200000e+02	
   1.5000000e+01	   1.5200000e+02	   5.5400000e+02	
   1.6000000e+01	   5.5400000e+02	   7.0000000e+00	
   1.7000000e+01	   1.0000000e+00	   2.7800000e+02	
   1.8000000e+01	   2.7800000e+02	   8.1000000e+01	
   1.9000000e+01	   8.1000000e+01	   2.8000000e+02	
   2.0000000e+01	   2.8000000e+02	   2.6000000e+01	
   2.1000000e+01	   2.6000000e+01	   2.8800000e+02	
   2.2000000e+01	   2.8800000e+02	   8.4000000e+01	
   2.3000000e+01	   8.4000000e+01	   2.8600000e+02	
   2.4000000e+01	   2.8600000e+02	   2.0000000e+00	
   2.5000000e+01	   2.0000000e+00	   1.6600000e+02	
   2.6000000e+01	   1.6600000e+02	   4.9000000e+01	
   2.7000000e+01	   4.9000000e+01	   1.6800000e+02	
   2.8000000e+01	   1.6800000e+02	   1.6000000e+01	
   2.9000000e+01	   1.6000000e+01	   1.7600000e+02	
   3.0000000e+01	   1.7600000e+02	   5.2000000e+01	
   3.1000000e+01	   5.2000000e+01	   1.7400000e+02	
   3.2000000e+01	   1.7400000e+02	   3.0000000e+00	
